CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
10,6,6,全ノードが標高0〜15m以下の海岸低地（砂丘・砂州・砂礫州・ローム台地）に立地し、温泉施設が日本海・相模湾・日本海沿岸の海浜景観と不可分に結びついている点が、このクラスタの本質的特徴である。瀬波（砂丘・日本海）、湯野浜（砂州・砂礫州・庄内砂丘）、皆生（砂礫州・弓ヶ浜）はいずれも「海岸砂堆地形上の塩化物泉」であり、夕日・海水浴・海産物という海浜観光資源と温泉が一体化した「海浜直結型温泉地」を形成している。江の島（ローム台地・陸繋島）も海浜観光地の中核に温泉スパ施設が組み込まれており、粟島（離島・山地）でさえ海岸集落の漁業コミュニティに根ざした温泉施設である。地形的には内陸山岳型とは対極にある「海岸低地・海浜景観依存型」という性質が全ノードを貫く核心的特徴といえる。,"地域・地形・土地利用・施設規模の各軸で多様性が顕著である。【地域】新潟県村上市（瀬波）、神奈川県藤沢市（江の島）、新潟県粟島浦村（粟島）、山形県鶴岡市（湯野浜）、鳥取県米子市（皆生）と、日本海側4地点＋太平洋側1地点に分散する。【地形分類】砂丘（瀬波）、ローム台地（江の島）、山地（粟島）、砂州・砂礫州（湯野浜2ノード・皆生）と多様で、同じ「海浜型」でも堆積地形の種類が異なる。【土地利用・施設規模】皆生は収容5,000人・年間40万人の山陰最大級リゾート、瀬波は県内4位規模の温泉街、湯野浜は奥羽三楽郷の一角を担う中規模温泉地、江の島は観光スパ（江ノ島アイランドスパ）が観光島に付随する形態、粟島は人口370人の離島集落に立地する小規模公衆浴場（漁火温泉おと姫の湯）と、規模・業態が極めて多様である。【周辺施設】皆生・瀬波・湯野浜は旅館・ホテル群を伴う温泉街型、江の島は神社・エスカレーター・飲食店が密集する観光島型、粟島は診療所・保育園・役場が隣接する生活密着型と、周辺施設の性格が大きく異なる点にもバリエーションが表れている。"
11,122,50,このクラスタの最も本質的な特徴は「海岸・水際立地型の温泉」である。ノード群を横断すると、火山地・砂州・砂礫州・埋立地・岩石台地・磯・岩礁・三角州・海岸低地など、海岸線や水際に直接接する地形分類が圧倒的多数を占める。具体的には、指宿白水館砂むし温泉（砂州・標高2.7m）、越前温泉露天風呂「漁火」（岩石台地・海岸線隣接）、大川温泉「磯の湯」（火山地・海岸線）、相泊温泉（山地・海岸際の野湯）、湯泊温泉（ローム台地・海岸）、坂本温泉・寝待温泉（火山地・海岸線）、玄海海上温泉パレア（磯・岩礁・島上）、神戸みなと温泉蓮（埋立地・港湾）、南紀勝浦温泉（砂州・漁港隣接）など、温泉施設が海・湖・河口・港湾の水際に直接立地するケースが連続して確認できる。「海が見える」「海岸に湧く」「海没する」という物理的条件が、このクラスタを他の温泉クラスタから際立たせる固有の性質である。,多様性が最も顕著に現れるのは「施設規模・開発形態」と「地形・地質の微細な差異」の両軸である。施設規模では、客室205室・敷地5万坪の大型リゾートホテル（指宿白水館）から、砂利を掘り木枠で囲っただけの漁師の野湯（相泊温泉・瀬石温泉）、道の駅併設の日帰り施設（越前温泉漁火・道の駅象潟眺海の湯）、島全体を所有する旅館（南紀勝浦中の島）、港湾埋立地の都市型スパ（神戸みなと温泉蓮）まで極めて幅広い。地形面では、砂州（指宿・勝浦）・砂礫質台地（白浜崎の湯）・岩石台地（越前）・磯・岩礁（玄海三島）・埋立地（神戸・北九州）・火山地（大川・坂本・寝待）・ローム台地（屋久島湯泊）と多岐にわたり、海岸という共通項の中でも基盤地質・堆積環境が大きく異なる。地域分布も伊豆・紀伊・九州・北海道・東北・近畿と全国に散在し、観光漁港との複合（勝浦・越前）、火山活動との直結（桜島有村・屋久島）、別荘地開発との融合（浮山温泉郷・大川汐見崎）など土地利用形態の多様性も際立つ。
12,9,9,離島火山性海岸直結型温泉：本クラスタの最も本質的な特徴は、火山活動が現在進行形で継続する離島において、温泉湧出地点が海岸線・海中・海浜と物理的に直接接合している点である。神津島・新島・三宅島（東京都島嶼）、屋久島・トカラ列島・悪石島・中之島・小宝島（鹿児島県離島）と、いずれも本土から隔絶された離島に立地し、地形分類が「火山地」「火山山麓地」「ローム台地」「砂州・砂礫州」「岩石台地」と多様でありながら、標高がほぼ0〜19mと極めて低く、海岸線タグ（natural=coastline）や海中・干潮条件（干潮時のみ入浴可能な平内海中温泉）が複数ノードに共通して現れる。火山起源の熱源と海岸地形の物理的近接が、このクラスタを他の温泉クラスタから明確に区別する固有性である。,施設整備水準・アクセス性・利用形態において顕著な多様性が見られる。施設面では、バス停・駐車場・観光案内板を備えた神津島温泉保養センター（標高5.4m、火山地）のような公共インフラ整備型から、脱衣所すら2024年まで存在しなかった平内海中温泉（標高0.7m、ローム台地）・湯泊温泉（標高1.2m、ローム台地）のような野趣型露天風呂まで幅広い。地形分類も火山地・火山山麓地・ローム台地・砂州砂礫州・岩石台地・ローム台地と多岐にわたり、同じ離島火山性でも堆積環境が異なる。アクセスも、バス路線が整備された新島・神津島系と、フェリー週2便・バス・タクシー不在のトカラ列島系（中之島・悪石島・小宝島）では孤立度に大きな差がある。利用形態も時間制限あり混浴（平内）・足湯併設（新島湯の浜）・公衆浴場型（洞輪沢・中之島）と多様であり、地域ごとの管理主体（集落管理・村営・観光協会）の違いもノード情報から読み取れる。
13,13,13,このクラスタの本質的特徴は「河川沿い低地・台地縁辺に立地する公衆浴場型温泉の地域生活インフラ化」である。三朝温泉（谷底低地・三徳川沿い）の株湯・足湯・飲泉所、宇奈月温泉総湯（砂礫質台地・黒部川系）、ロハス島地温泉（谷底低地・島地川沿い）、コワ温泉（谷底低地・島根県道沿い）、道の駅国上の足湯（後背湿地）など、いずれも観光旅館の付帯施設ではなく、地域住民・通過者が日常的に利用する公衆浴場（amenity=public_bath）や足湯・飲泉所として機能している点が共通する。三朝の株湯が無料足湯・飲泉所を併設し、宇奈月が「総湯」という公共浴場形態をとり、道の駅国上が足湯を道路付帯施設として整備している事実が、この「生活インフラとしての温泉」という性格を強く支持する。,地域・地形・土地利用・泉質・施設形態の各軸で多様性が顕著である。【地域】鳥取県三朝町（中国山地）、富山県宇奈月・朝日町（北陸）、長野市裾花峡（内陸盆地縁辺）、秋田県男鹿市（半島丘陵）、山口県山口市徳地（中国山地南麓）、島根県浜田市（山陰海岸近傍）、新潟県燕市（越後平野後背湿地）、富山県氷見市（能登半島基部）と広域に分散する。【地形分類】谷底低地（三朝・島地・コワ・株湯）、砂礫質台地（宇奈月・裾花峡・茂庭・氷見）、後背湿地（道の駅国上）、丘陵（男鹿）、三角州・海岸低地（境鉱泉）、扇状地（天の真名井周辺）と多岐にわたる。【施設形態】公衆浴場・総湯・足湯・飲泉所・道の駅付帯温泉・鉱泉と形態が多様。【泉質】ラドン放射能泉（三朝）、ナトリウム・カルシウム塩化物泉（たから温泉）、硫黄泉・ナトリウム泉（道の駅国上）と泉質も一様でない。これらの多様性は、地形・地質の差異よりも「公共的アクセス性」という機能的共通項によってクラスタが形成されていることを示唆する。
14,10,10,このクラスタの本質的特徴は「市街地密着型の生活温泉」である。各ノードに共通するのは、温泉施設（public_bath・onsen）が観光リゾートとして独立立地するのではなく、住宅地・商店街・金融機関・郵便局・医療機関・公共交通といった日常生活インフラと同一街区に混在している点である。浦河町の「まさご湯」は専用駐車場を持ちゆうちょ銀行・信用金庫と隣接し、室蘭市の「松の湯」は人口345人の住宅街区に立地し、角館の「かくのだて温泉」は商店・書店・菓子舗が並ぶ旧城下町商業地に組み込まれ、函館の「谷地頭温泉」「鍛治温泉」は市電沿線の住宅地に根付く。洞爺湖温泉のみ観光色が強いが、それ以外の大多数は「地域住民が日常的に通う銭湯的温泉」という性格を強く示しており、観光客向けの旅館集積地とは明確に異なる。湯田川温泉の共同浴場「正面湯」（300円）や谷地頭温泉（430円）の低廉な入浴料もこの性格を裏付ける。,最も多様性が見られるのは「地形・立地環境」の側面である。標高1mの砂州（函館ベイエリア足湯・谷地頭温泉）、標高3.5〜3.6mの丘陵・砂礫州（室蘭栄町・函館谷地頭町）、標高13.1mの埋立地（洋野町種市）、標高21mの砂礫質台地（函館鍛治町）、標高22.9mの谷底低地（湯田川温泉）、標高25mの三角州・海岸低地（むつ市斗南温泉）、標高57mの後背湿地（角館温泉）、標高87.4mの後背湿地（洞爺湖温泉）と、地形分類・標高ともに極めて広範に分布する。海岸砂州上の観光ウォーターフロント（函館ベイエリア）から内陸盆地の武家屋敷町（角館）、火山湖畔（洞爺湖）、三陸沿岸の埋立地（種市）まで、地域も北海道・東北にまたがる。一方で施設規模にも幅があり、11〜13階建ての大型ホテル付帯温泉（函館ベイエリア・むつ市）から、旅館6軒が集まる小規模温泉街（湯田川）、単独の公衆浴場（まさご湯・松の湯・鍛治温泉）まで多様である。この地形・規模・観光性の多様性こそがクラスタ内のvariationを構成している。
15,21,21,このクラスタの最も本質的な特徴は「観光地・温泉地の文脈に埋め込まれた生活密着型公衆浴場」である。熱海市街地の山地・山地ノードでは大湯（日航亭）・伊豆山温泉走り湯浜浴場・熱海大観荘の各浴場が、観光旅館・源泉跡・神社・商店街と混在して立地し、修善寺温泉の「とっこの湯（足湯）」・「筥湯」も温泉街の生活空間に組み込まれている。直島銭湯「I♥湯」は現代美術作品でありながら島民の日常浴場として機能し、飯坂温泉の「仙気の湯」も奥州三名湯の温泉街に根ざした共同浴場である。いずれも「観光客向け」と「地域住民の日常」が不可分に重なる点が共通しており、単なる観光施設でも純粋な生活インフラでもない「両義的な公衆浴場」という固有性がこのクラスタを貫いている。,地域・地形・土地利用・地質・周辺施設の各軸で多様性が顕著である。地域は静岡県熱海市（複数ノード）・伊豆市修善寺・福島県飯坂温泉・香川県直島・神奈川県横浜市・横須賀市・藤沢市江の島・湯河原町・静岡県伊東市と広域に分散する。地形分類は山地（標高29〜103m）・丘陵・砂礫質台地・火山地・火山山麓地・谷底低地・砂州・砂礫州・ローム台地・後背湿地・埋立地と極めて多様で、地質的背景も花崗岩丘陵（直島）・火山性地質（熱海・伊東・湯河原）・沖積低地（横浜）と異なる。土地利用は温泉旅館密集地・現代美術観光地・漁港集落・住宅地・商業地と幅広い。周辺施設もミクロ視点では足湯・源泉跡・神社・商店街・旅館（熱海・修善寺）から、現代美術ギャラリー・ホステル（直島）、共同浴場・温泉街（飯坂）、スポーツ施設・住宅地（横須賀・横浜）まで多岐にわたり、浴場の社会的文脈が地点ごとに大きく異なる。
16,17,17,このクラスタの本質的特徴は「泉源が街区に露出した歴史的温泉観光都市型外湯文化圏」である。有馬温泉の複数ノード（標高383〜414m、丘陵〜山地）では、天神泉源・御所泉源・極楽泉源・炭酸泉源・有明泉源・姑泉源といった複数の泉源が街路沿いに点在し、金の湯・銀の湯という市営外湯施設が観光動線の核を形成している。これは単なる旅館集積地ではなく、泉源そのものが観光資源として街区に組み込まれた構造であり、豊臣秀吉の湯山御殿遺構（太閤の湯殿館）・温泉寺・湯泉神社など中世以来の宗教・権力的文脈が温泉利用と不可分に結びついている点が固有の性質である。箱根大平台（火山地・341m）・岳温泉（砂礫質台地・500m）・修善寺（山地・92m）・湯河原（火山地・41m）等の異地域ノードも含まれるが、クラスタの重心は明らかに有馬型の「泉源露出型・外湯回遊型・歴史文化複合型」温泉街にある。,このクラスタで最も多様性が見られるのは「地形分類と標高帯の幅広さ」と「温泉施設の運営主体・規模・性格の異質性」である。地形面では、有馬の丘陵（383〜414m）・箱根大平台の火山地（341m）・岳温泉の砂礫質台地（500m）・修善寺の山地（92m）・湯河原の火山地（41m）・亀崎の砂礫質台地（2.8m）・仙台西多賀の谷底低地（29m）・河津の谷底低地（3.4m）・よみうりランドの丘陵（100m）・飯田城温泉のローム台地（481m）と、地形分類5種・標高差500m近い幅がある。施設面では、神戸市営外湯（金の湯・銀の湯）、企業健保組合保養所（川崎重工業泉郷荘）、温泉テーマパーク（太閤の湯）、スイッチバック駅沿いの小規模旅館群（箱根大平台）、遊園地付帯温泉（よみうりランド花景の湯・木の花の湯）、谷底低地の地域銭湯型（やまびこの湯・亀崎の湯）と運営形態が極めて多様である。地質面でも、有馬-高槻構造線断層破砕帯由来の含鉄塩化物強塩泉・炭酸泉（有馬）、安達太良火山性単純酸性泉（岳温泉）、箱根火山性泉（大平台・湯河原）と泉質が大きく異なる。
17,31,31,このクラスタの本質的特徴は「共同浴場を核とした温泉街の社会的紐帯」である。渋温泉の九つの外湯めぐり（宿泊客への共通鍵貸与・朱印集め）、湯田中温泉の9軒の共同浴場（毎月26日のみ一般開放）、乳頭温泉郷の湯めぐり帖制度など、複数ノードにわたって「宿泊者と地域住民が共同浴場を介して結びつく仕組み」が一貫して観察される。単なる入浴施設の集積ではなく、共同浴場が温泉地のアイデンティティと来訪者の行動様式を規定する「制度的装置」として機能している点が、このクラスタ固有の性質である。銀山温泉の景観保全条例や鶴の湯の日本秘湯を守る会加盟もこの文脈に連なる。,多様性が最も顕著に現れるのは「地形分類と標高の幅広さ」と「温泉地の規模・アクセス性の格差」である。地形分類は山地（標高108〜1066m）・火山地（標高171〜875m）・扇状地（標高624〜678m）・丘陵・砂礫質台地と多岐にわたり、同一クラスタ内で地質的背景が大きく異なる。アクセス面では、長野電鉄湯田中駅徒歩圏の渋・湯田中温泉から、船でしかたどり着けない大牧温泉（庄川峡遊覧船30分）、黒部峡谷鉄道のみアクセス可能な鐘釣・祖母谷温泉、国有林内の野湯・奥奥八九郎温泉まで連続的に分布する。施設規模も旅館35軒・源泉37か所を擁する渋温泉から一軒宿・山小屋形式まで幅広く、周辺施設の密度（こけし工房・美術館・道の駅・スキー場等）も大きく異なる。
18,7,7,このクラスタの本質的特徴は「都市扇状地上に立地するホテル内包型・複合施設型の温泉・銭湯」である。全ノードが標高17〜82mの扇状地地形上に位置し、温泉・公衆浴場施設（こみちの湯ほのか、カルロビ・バリ・スパ、ガーデンスパ、すすきの天然温泉湯香郷、真駒内湯、旧澄川温泉たぬき湯、ソラリア西鉄ホテル大浴場）が、いずれもホテル・商業複合ビル・住宅街の一角に組み込まれている点が共通する。山岳や田園の「秘湯」ではなく、都市インフラ（地下鉄・バス・地下街）と直結した高密度市街地の中に埋め込まれた「都市型付帯浴場」という性格が際立つ。ホテルモントレエーデルホフの天然温泉（14階）、ジャスマックプラザのナトリウム塩化物泉、ヴィアインプライム鈴蘭の湯など、宿泊施設の付加価値として温泉が機能している点がcore_traitを強く支持する。,バリエーションは「立地の都市性グラデーション」と「浴場の性格・泉質・運営形態の多様性」の二軸で顕著に現れる。地理的には、札幌中央区の超高密度都心（狸小路・大通・北4条西5丁目周辺、標高17〜26m）から、南区真駒内（標高81m）・澄川（標高65m）の郊外住宅地まで幅広い。都心ノードでは国際ブランドホテル・商業複合施設内の天然温泉（ナトリウム塩化物泉）が主体であるのに対し、真駒内ノードでは「真駒内湯」という銭湯（sento、入浴料450円）が登場し、澄川ノードでは「旧澄川温泉たぬき湯」と廃業・改称の痕跡が見られる。周辺施設も都心では大型商業施設・行政機関・外資系ホテルが密集するのに対し、郊外では小学校・幼稚園・地域スーパー・郵便局が中心となる。地形的には全ノードが扇状地で統一されているが、標高差は約64mに及び、都心低位扇状地面と郊外高位扇状地面の差異が土地利用形態の違いに直結している点がvariationの根拠となる。
19,7,7,火山地形上に成立した「宗教的聖域と温泉の不可分な共存」。恐山温泉は硫黄鉱山掘削起源の含鉄・硫黄泉であり、円通寺境内に湯小屋が置かれ参拝料のみで入浴可能という構造が示すように、温泉施設が宗教施設の一部として機能している。菩提寺・地蔵殿・薬師堂・延命地蔵尊・無間地獄といった仏教的聖地要素が温泉ノードに密集し、入浴行為そのものが参拝・浄化儀礼と一体化している点が、このクラスタ固有の本質的性質である。,"標高・規模・施設形態・存続状況において多様性が見られる。標高は81m（むつ矢立温泉）から1,207m（雌阿寒岳周辺の野中温泉）まで幅広く、地形分類はすべて火山地であるが地形的スケールは異なる。土地利用形態も、宗教法人境内に組み込まれた無料共同浴場（恐山温泉）、宿坊付き施設（吉祥閣）、キャンプ場・ゴルフ練習場を併設した観光複合型（むつ矢立温泉）、廃業した一軒宿（湯坂温泉）、施設情報がほぼ存在しない野湯的地点（雌阿寒岳周辺）と多岐にわたる。泉質も含鉄・硫黄-ナトリウム-塩化物泉（恐山）、ナトリウム-塩化物泉（むつ矢立）、硫黄泉（湯坂）と異なり、周辺植生もヒース（heath）・高山植物帯・原生林と変化する。これらの多様性は、火山地という共通の地質的基盤の上に、宗教的・観光的・生活的と異なる文脈で温泉が利用されてきた歴史的経緯を反映している。"
20,6,6,"このクラスタの本質的特徴は「火山性高地における源泉直結型の公共浴場文化の集積」である。草津温泉（火山山麓地、標高1,150〜1,220m）の複数ノードでは、万代鉱源泉・地蔵源泉といった具体的な源泉名が施設タグに直接紐付けられており（note=万代鉱源泉、name=地蔵源泉）、fee=noの共同浴場（地蔵の湯、躑躅乃湯）が街区に点在する。日光湯元温泉（山麓地、標高1,480〜1,490m）でも温泉寺の薬師湯や足湯「あんよの湯」が源泉地・湯ノ平湿原と直結する構造を持つ。いずれも「源泉が地表に自然湧出し、それを加工・輸送せず街区内で直接利用する」という地熱直結型の浴場文化が、地形分類（火山山麓地・山麓地）と一体となってクラスタを規定している。",このクラスタ内で最も多様性が見られるのは「温泉の利用形態と周辺施設の性格」である。草津温泉の火山山麓地ノード群では、fee=noの無料共同浴場（地蔵の湯・躑躅乃湯）から有料旅館（大東舘・昔心の宿金みどり）、足湯、さらに漫画堂・カフェ・割烹・やきとり屋など歓楽的商業施設まで密集し、都市型温泉街の様相を呈する。一方、日光湯元温泉の山麓地ノードでは、ホテル（奥日光高原ホテル・小西ホテル）と警察署駐在所・駐車場・公園が共存し、「歓楽色のない静かな保養地」（Wikipedia記述）の構造が施設タグにも反映されている。地形的にも草津は火山山麓地（草津白根山東麓）、日光湯元は堰止湖（湯ノ湖）に隣接する山麓地と異なり、泉質も草津がpH約2.0の強酸性、日光湯元が弱酸性硫黄泉と対照的である。同一クラスタ内で「大規模観光温泉街」と「国民保養温泉地型の静養地」という対極的な利用形態が共存している点が最大の多様性を示す。
21,18,18,このクラスタの本質的特徴は「海と直接接する離島の海縁自噴型野湯」である。平内海中温泉（干潮時のみ入浴可）・地鉈温泉（磯・岩礁、標高0.4m）・足付温泉・湯泊温泉・松が下雅湯など、複数ノードで natural=hot_spring・natural=coastline・bath:open_air=yes が共存し、海岸線や岩礁・火山山麓地という地形分類と標高0〜4m台の超低標高が重なる。施設整備は最小限（脱衣所なし・無料・協力金制）で、潮汐・波浪という海の物理条件が入浴体験そのものを規定する点が、内陸温泉地とは根本的に異なるこのクラスタ固有の性質である。,最も多様性が見られるのは「施設化の程度と管理主体」である。地鉈温泉（磯・岩礁、無料・野湯・脱衣所なし）・平内海中温泉（ローム台地、集落管理・協力金300円・2024年に脱衣所新設）・湯泊温泉（ローム台地、町管理・駐車場・トイレ完備）・中種子町温泉保養センター（丘陵、有料・建物あり・電話番号・ウェブサイト完備）・楠川温泉（ローム台地、有料・建物あり）と、野湯から公共施設まで連続的なグラデーションが存在する。地形分類も磯・岩礁・砂州・火山地・火山山麓地・ローム台地・丘陵・山地と多岐にわたり、地質的背景も流紋岩（式根島）・安山岩系火山（トカラ列島）・屋久島花崗岩周辺と異なる。地域も東京都伊豆諸島・鹿児島県トカラ列島・屋久島・種子島・指宿と南北に広域分散しており、共通するのは「離島または半島的辺境の海縁立地」という物理条件のみである。
