CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
10,6,6,このクラスタの本質的特徴は「日本海・沿岸低地における砂堆積地形上の観光・生活拠点」である。全6ノードのうち4ノードが「砂州・砂礫州」、1ノードが「砂丘」という砂質堆積地形に分類され、標高はいずれも2〜4m程度の超低平地である。例外の江の島ノード（ローム台地・3.3m）も陸繋島という砂嘴起源の地形であり、砂質堆積プロセスとの連続性を持つ。粟島浦村ノードのみ「山地」分類（2.5m）だが、これは島嶼の海岸縁辺部に位置するためであり、海岸線直近の低標高という点では他ノードと共通する。すなわちこのクラスタは、波浪・漂砂・沿岸流によって形成された脆弱な堆積地形の上に、観光・居住・産業機能が集積した「砂上の沿岸定着地」という固有性を持つ。,多様性は主に「地形分類の微細な差異」「立地する海岸の地理的スケール」「土地利用の性格」の3軸に現れる。地形面では砂州・砂礫州（湯野浜×2、皆生）・砂丘（瀬波）・ローム台地（江の島）・山地（粟島）と分類が分散し、同じ沿岸低地でも堆積環境が異なる。土地利用面では、湯野浜・皆生・瀬波が大型旅館・ホテルの集積する温泉観光街であるのに対し、江の島は神社・飲食・エスカレーター・ヨットハーバーを擁する複合観光島、粟島浦村は警察・病院を持たない離島集落という生活インフラ型の極端な対比を示す。周辺施設の密度も江の島が最大（歩行者道・商店・文化財が密集）、粟島が最小（診療所・保育園・役場のみ）と大きく開く。地質面では庄内砂丘（風成砂）・弓ヶ浜砂嘴（漂砂）・江の島砂嘴（陸繋砂州）と形成プロセスが多様であり、マクロな日本海沿岸という共通軸の下でミクロな地形・機能の多様性が際立つクラスタである。
11,122,50,このクラスタの最も本質的な特徴は「地形的脆弱帯・境界地形への立地」である。各ノードの地形分類を精査すると、谷底低地・干拓地・埋立地・三角州・海岸低地・砂州・砂礫州・火山地・火山山麓地・岩石台地・後背湿地など、いずれも地殻変動・堆積作用・人工改変によって形成された「地形的境界」または「不安定堆積面」に位置している。標高も0m未満（-0.3m）から数m台が多く、海岸線・河川・干拓地といった水陸境界帯への集中が顕著である。これは単なる低地への偏在ではなく、火山山麓（真鶴・喜入・花牟礼）・岩石台地（湯泊・越前）・砂礫州（湯野浜・守山）など多様な「地形的遷移帯」を含む点に特徴がある。地形分類の多様性にもかかわらず、「地表が地質的・地形的に特異な境界条件下にある」という共通性がクラスタを貫く本質的性質である。,このクラスタで最も多様性が見られる側面は「土地利用形態と周辺インフラの組み合わせパターン」である。ミクロ視点では、同じ低標高帯でも、干拓地（桑名・倉敷藤戸・名古屋下之一色）では農地・工業地・住宅地が混在し、埋立地（北九州・泉佐野・長崎伊王島）では港湾・空港関連施設・商業施設が卓越する。砂礫質台地（指宿・守山・柳津）では観光・道の駅・ショッピングモールと多様な集客施設が立地する。マクロ視点では、地域分布が北海道（洞爺湖・羅臼）から鹿児島・トカラ列島まで全国に及び、山間河川沿い（柳津・松野・天ヶ瀬）・海岸砂丘帯（象潟・湯野浜）・火山性海岸（新島・大川・雲見）・都市近郊埋立地（りんくうタウン・海ほたる）と立地環境が大きく異なる。周辺施設も漁港・道の駅・鉄道駅・高速道路ICなど多岐にわたり、地形的共通性に対して土地利用・アクセス条件・産業基盤の多様性が際立つ。
12,9,9,各ノードは火山地・火山山麓地・ローム台地・岩石台地・砂州など異なる地形分類を持ちながら、いずれも標高0.7〜19mという極めて低い海抜帯に集中している。これは「火山活動に起源を持つ離島の海岸近傍低地」という共通の物理的文脈を示す。三宅島・中之島・神津島・悪石島・新島・屋久島・小宝島と、いずれも太平洋・東シナ海に浮かぶ火山性離島であり、地形分類の多様性にもかかわらず「火山島の海縁低標高帯」という本質的性質で統一されている。サタドー岬の溶岩・火山弾地形、御岳の噴気活動、神津島・新島の火山地分類がこれを裏付ける。,地形分類においては火山地・火山山麓地・ローム台地・岩石台地・砂州・砂礫州と6種類が混在し、同一クラスタ内での地質的多様性が顕著である。マクロ視点では、分布域が伊豆諸島（三宅島・神津島・新島）からトカラ列島（中之島・悪石島・小宝島）、さらに屋久島まで南北に広域に及ぶ。ミクロ視点では、海岸線タグを持つノード（悪石島・新島・屋久島平内）と内陸寄りのノード（神津島・中之島）が混在し、海岸への近接度にも差異がある。周辺施設面では、バス停・駐車場・観光案内板・灯台・港湾・天文台・神社・通信制高校など、生活インフラの充実度が島ごとに大きく異なる点も多様性を示している。
13,13,13,地表水・地下水の流動が卓越した地形単元への立地集中性。各ノードは丘陵・後背湿地・扇状地・砂礫質台地・谷底低地・三角州など多様な地形分類に分散しているが、共通して河川沿い・湧水帯・沖積低地縁辺など「水が集まり・滞留し・湧出しやすい」地形的文脈に位置する。扇状地の天の真名井（大山溶岩流由来の湧水）、谷底低地の三徳川沿い（三朝）・島地川沿い（島地）、後背湿地の国上（新潟平野縁辺）、砂礫質台地の裾花川谷口（長野）など、いずれも透水層・不透水層の境界や河川侵食谷の底部という水文地形学的に特異な位置に立地しており、「水文地形的湧出帯への集積」がこのクラスタの本質的特徴である。,地形分類・標高・地域・周辺土地利用の多様性が際立つ。【地形分類】丘陵（男鹿・35.8m）、後背湿地（国上・9.5m）、扇状地（淀江・14m）、砂礫質台地（宇奈月157m・長野376m・名取36m・氷見7.4m・長野378m）、谷底低地（島地92.5m・三朝73m・茂庭69.8m）、三角州・海岸低地（朝日町・8.2m）と6分類に及ぶ。【標高】7.4m〜378.4mと約370mの幅がある。【地域】秋田・新潟・鳥取・富山・山口・長野・宮城・島根・富山（氷見）と9都道府県に分散し、日本海側・太平洋側・内陸盆地縁辺を横断する。【周辺土地利用】農地（farmland）・森林（landuse=forest）・住宅地（residential）・道の駅・公園・テニスコート・トラックターミナル近傍など、純農村から準都市的施設まで幅広い。砂礫質台地ノードが5件と最多を占める一方、後背湿地・三角州は各1件のみで、地形分類の出現頻度にも偏りが見られる。
14,10,10,このクラスタの本質的特徴は「沿岸低地・低標高地形における地方小都市の生活インフラ集積」である。各ノードは標高1〜87mと幅があるものの、砂州・砂礫州・埋立地・谷底低地・後背湿地・三角州など、いずれも海岸・河川に近接した堆積性低地地形に立地している。周辺施設を見ると、地方銀行・信用金庫・郵便局・診療所・幼稚園・小中学校・公営住宅・バス停・道の駅的施設など、地域住民の日常生活を支える基礎的インフラが密集している。洋野町種市（岩手県）・室蘭市栄町（北海道）・浦河町堺町（北海道）・むつ市田名部（青森県）・角館（秋田県）・函館市各所（北海道）といった、いずれも人口減少・消滅可能性が指摘される地方沿岸・内陸小都市の中心市街地または準中心部に位置しており、「縮退しつつある地方都市の生活基盤ゾーン」という性質が鋭く浮かび上がる。,このクラスタ内で最も多様性が見られるのは「地形分類と土地利用形態の組み合わせ」である。地形面では、埋立地（洋野町種市・標高13m）、丘陵（室蘭市栄町・標高3.5m）、砂州・砂礫州（函館市谷地頭・豊川町・標高1〜3.6m）、谷底低地（湯田川・浦河町・標高4.7〜22.9m）、三角州・海岸低地（むつ市田名部・標高25m）、後背湿地（角館・洞爺湖・標高57〜87m）と、堆積性低地という共通性の中でも地形分類が多岐にわたる。土地利用面では、函館豊川町のような観光・商業・水産加工複合エリア、角館のような歴史的伝統的建造物群保存地区に隣接する観光商業地、浦河町のような農漁業支援型の地方行政中心地、室蘭市のような重化学工業港湾都市の旧市街地など、産業基盤・歴史的背景が大きく異なる。マクロ視点では北海道・東北の太平洋沿岸から内陸盆地まで広域に分布し、ミクロ視点では幅3〜5.5mの生活道路から国道・主要地方道まで道路規格も多様である。
15,21,21,観光・保養を目的とした宿泊・入浴施設が地形的制約の強い斜面地に高密度で集積する「傾斜地型リゾート集積帯」。標高3.3m（ローム台地・江の島）から標高103m（砂礫質台地・飯坂温泉）まで幅があるが、特に熱海市内の複数ノード（山地・火山山麓地・39.7m〜101.3m）では、東海道新幹線・東海道本線・伊東線が急峻な崖地・擁壁沿いを通過し、ホテル棟が多層的に斜面を占拠する構造が共通して見られる。周辺施設情報に「natural=cliff」「barrier=retaining_wall」「highway=steps（incline付き）」「embankment」が繰り返し登場し、急傾斜地への建築的適応が地形的本質として浮かび上がる。,地形分類・標高・地域・土地利用形態の多様性が際立つ。地形分類は砂礫質台地（飯坂温泉・103m）、丘陵（横浜緑区・59.7m、横須賀・15m、気仙沼・11.4m、藤沢・52.5m）、埋立地（横浜金沢区・3.9m）、火山地（伊豆城ヶ崎・91m）、後背湿地（横浜鶴見区・5.2m）、ローム台地（江の島・3.3m、杉並高井戸・47.6m）、山地（修善寺・92.9m、熱海複数・29.3〜101.3m、こどもの国・59.2m、直島・46.1m、伊豆山・44.9m）、火山山麓地（湯河原・74.6m）、砂州・砂礫州（直島宮浦・1.7m）、谷底低地（直島・2.4m）と10分類以上に及ぶ。土地利用も、現代美術施設（直島）、大規模リゾートホテル群（熱海大観荘）、歴史的商家・神社（気仙沼・修善寺）、住宅団地（横浜緑区・奈良北団地）、工業系埋立地（横浜金沢区）、観光島嶼（江の島）と極めて多岐にわたる。
16,17,17,標高350〜500mの丘陵・山地地形に刻まれた急傾斜の歩行者動線網（坂・石段・生活道路）が、歴史的社寺・文化財・博物館・商業施設を有機的に結節する「垂直方向の回遊型観光街路空間」。有馬温泉郷の複数ノードに共通して「湯本坂」「ねがい坂」「タンサン坂」「万年橋」「steps（incline=up/down）」「highway=living_street」「highway=footway」「surface=paving_stones/asphalt」が記録されており、平坦な市街地では成立しない急峻な丘陵地形上に、歩行者専用の回遊動線が重層的に整備されている点がこのクラスタの本質的特徴である。,地形分類・標高・地域・施設構成の各軸で多様性が見られる。地形分類は丘陵（有馬温泉郷の複数ノード：383〜414m）・火山地（湯河原41m、箱根湯本131m、大平台341m、御殿場463m）・山地（よみうりランド101m、修善寺93m、熱海76m）・谷底低地（河津3.4m、仙台29.6m）・砂礫質台地（岳温泉500m、亀崎2.8m）・ローム台地（飯田481m）と幅広い。施設面では、有馬ノードが寺社・博物館・商店街・宿泊施設を高密度に集積するのに対し、箱根湯本・大平台ノードは鉄道スイッチバック駅や旅館が主体、御殿場ノードはアウトレットモール隣接の大型観光施設、飯田ノードは城跡・文化財・行政施設が混在するなど、土地利用形態が大きく異なる。地質的にも六甲花崗岩系（有馬）・火山性堆積物（箱根・御殿場）・河岸段丘（飯田・河津）と多様であり、ミクロスケールでは急傾斜地の石畳舗装と平坦地のアスファルト舗装が混在する。
17,31,31,"山間渓谷部における「水辺・河川地形との共立性」。クラスタ内のノードは、銀山川・横湯川・塩川・小渋川・黒部川・庄川など、山地・火山地・扇状地を刻む渓谷河川の沿岸に集中して立地している。標高100m台から1,000m超まで幅広いが、いずれも急峻な山地地形の谷底・河岸段丘・扇状地末端に位置し、waterway=river/stream・bridge=yes・highway=path といったタグが多数のノードに共通して付与されている。地形分類が「山地」「火山地」「扇状地」と多様であっても、河川・渓流との近接性という物理的条件が一貫して共有されており、これがクラスタを束ねる本質的な地理的特性である。","地形分類・標高・アクセス性・土地利用形態の四軸で顕著な多様性が見られる。地形分類は山地（富山県祖母谷・長野県小渋・秋田県奥奥八九郎など）・火山地（秋田県乳頭温泉郷・宮城県鳴子・長野県湯田中）・扇状地（長野県渋温泉・湯田中）・丘陵（青森県弘前市相馬）・砂礫質台地（石川県湯涌）と多岐にわたる。標高も108m（新潟県小千谷）から1,066m（長野県湯折小渋）まで約1,000mの幅がある。アクセス性では、黒部峡谷鉄道のみ利用可能な鐘釣温泉・船便限定の大牧温泉・国有林内の野湯（奥奥八九郎）といった高度な秘境性を持つ地点から、道の駅・幹線国道沿いの小千谷・バス路線が整備された銀山温泉・渋温泉まで連続的に分布する。土地利用形態も、一軒宿・旅籠街・道の駅複合施設・野湯・宗教施設（日石寺・渋薬師庵）・採掘遺構（延沢銀山坑口・黒部の洞窟）と幅広く、ミクロスケールでの施設密度も疎密が大きく異なる。"
18,7,7,豊平川扇状地上に形成された札幌の都市的土地利用の連続体。全7ノードは標高17〜81mの扇状地地形分類に一致し、豊平川が堆積した砂礫扇状地面を基盤として、南区郊外住宅地（澄川・真駒内）から中央区都心業務地（北海道庁周辺・狸小路・札幌駅前）まで、同一地形単元上に多様な都市機能が連続的に展開している点が本クラスタの本質的特徴である。天神山Wikipediaが「豊平川の浸食によって形成された扇状地の削り残し」と明記し、各ノードの地形分類が一貫して「扇状地」であることが根拠となる。,【標高・地形的多様性】標高は17.4m（北4条西5丁目・札幌駅前）から81.4m（真駒内上町）まで約64mの比高差があり、扇頂部（真駒内・澄川）と扇端部（都心部）の双方を含む。【土地利用の多様性】真駒内上町（81.4m）は郵便局・スーパー・教会・公園・用水路が共存する郊外住宅地、澄川3条（64.8m）は地下鉄沿線の近隣商業地、南区から中央区にかけては北海道庁・石狩振興局・さっぽろ創世スクエアなどの行政・文化拠点、狸小路（22.4m）は歩行者商業街路、札幌駅前（17.4m）は超高層複合ビル群と多様に変化する。【周辺施設の多様性】コンビニ・スーパーから国際芸術レジデンス（天神山アートスタジオ）、放送局（HTB）、競馬場外発売所まで施設種別が広範にわたる点もノード情報から読み取れる。
19,7,7,火山地形上に形成された宗教的聖域と自然荒野の共存地帯。恐山菩提寺（仏教）・稲荷大明神（神道）・延命地蔵尊・無間地獄・みたま石など、複数の宗教的構造物・聖石・地名が火山地形上に密集しており、natural=heathが示す荒涼とした植生と相まって、人間の宗教的営みが火山的自然環境に深く根ざしている点がこのクラスタの本質的特徴である。雌阿寒岳ノードでも活火山の噴気活動と原生林が記録されており、「火山的荒野＋聖性の付与」という構造が地域を超えて共通している。,標高・土地利用・施設密度の三軸で顕著な多様性が見られる。標高は81m（むつ矢立）から1207m（雌阿寒岳）まで幅広く、地形スケールが大きく異なる。土地利用面では、恐山周辺ノード群が寺院・堂宇・参道（footway/steps/path）・宿坊・鳥居など宗教的インフラを高密度に備えるのに対し、標高610mノードはnatural=volcanoとnatural=hot_springのみの無施設状態、むつ矢立ノードはキャンプ場・駐車場・足湯という観光・レクリエーション型の構成を示す。地質的には全ノードが火山地に分類されるが、恐山の硫黄鉱山由来の含鉄・硫黄泉と雌阿寒岳の成層火山群では火山活動の様式が異なる。植生もnatural=heathの荒地から原生林（エゾマツ・ダケカンバ）まで多様であり、ミクロ（参道の舗装材：paving_stones/fine_gravel/pebblestone/sett）からマクロ（国定公園・国立公園の保護区分）まで多層的な差異が確認できる。
20,6,6,"火山山麓地形上に形成された高標高観光集積地という物理的条件の共通性。草津（標高1,154〜1,217m）の3ノードはいずれも「火山山麓地」に分類され、奥日光（標高1,484〜1,493m）の2ノードは「山麓地」に分類される。両地域とも亜高山帯〜高山帯の裾野に位置し、火山活動または火山性地形（堰止湖・湿原）に起因する地表改変を受けた斜面緩傾斜帯に宿泊・飲食・公共施設が密集している点が本質的特徴である。周辺施設データにホテル・旅館・駐車場・飲食店・公衆トイレ・自動販売機が複合的に集積し、Wikipedia情報でも「湯ノ湖畔に約23軒」「湯畑周囲にホテル・旅館・共同浴場19か所」と記述されており、火山性地形の緩斜面が観光インフラの集積基盤となっていることが読み取れる。","地域・地形分類・土地利用・周辺施設の構成において顕著な多様性が見られる。【地域】栃木県日光市奥日光（三岳火山起源の堰止湖・湿原地帯）と群馬県吾妻郡草津町（草津白根山東麓の火山山麓）という異なる火山系に属する2地域が混在する。【地形分類】奥日光2ノードは「山麓地」、草津3ノードは「火山山麓地」と分類が分かれており、標高帯も1,154〜1,493mと約340mの幅がある。【土地利用】奥日光では natural=wood・landuse=grass・natural=water（湖沼・河川）が卓越し、自然植生と水系が土地利用の主体であるのに対し、草津では building=hotel・building=house・building=apartments・highway=residential が密集し、市街地的土地利用が優勢である。【周辺施設の構成】奥日光では警察署駐在所・公園・ペット同伴宿泊施設・BBQ施設など静養・自然体験型施設が目立つ一方、草津では漫画堂（有料図書館）・時計店・美容室・割烹・居酒屋・カフェ・神社・地蔵尊・石碑など、宗教・文化・商業施設が複合的に集積しており、観光地としての成熟度と都市的密度に明確な差異がある。"
21,18,18,火山活動に起源を持つ地熱帯と海岸・島嶼地形の複合体。全16ノードのうち「火山地」「火山山麓地」が計8ノードを占め、残りも「磯・岩礁」「砂州・砂礫州」「ローム台地」など海成・火山性堆積地形に限られる。標高は0.4m〜121mと低く、いずれも海岸線や港湾（式根島港、やすら浜港、中之島港）に近接する。地質的には伊豆諸島の流紋岩（コーガ石）・安山岩成層火山（中之島御岳）・屋久島の花崗岩基盤上のローム台地など、プレート境界型の火成活動が地表形態を規定している。三宅島サタドー岬の溶岩・火山弾露頭、式根島の絶壁地形、中之島御岳の現在進行中の噴気活動がその証左であり、このクラスタは「現役の火山フロントに連なる低標高島嶼の地熱帯」として一括できる。,地形分類・地質・行政区域・土地利用形態の4軸で顕著な多様性が認められる。【地形分類】火山地（湯向温泉・洞輪沢温泉・裏見ヶ滝温泉・中之島など）、火山山麓地（サタドー岬・式根島足付・松が下雅湯）、ローム台地（湯泊・楠川・平内）、磯・岩礁（地鉈温泉）、砂州・砂礫州（悪石島）、丘陵（中種子町・平島）と6分類が混在する。【地質】伊豆諸島の流紋岩（コーガ石）、トカラ列島の安山岩成層火山、屋久島の花崗岩起源ローム、種子島の堆積性丘陵と多岐にわたる。【行政区域】東京都（三宅村・新島村）から鹿児島県（屋久島町・十島村・中種子町・指宿市）まで南北に広域分散する。【土地利用】港湾施設（式根島港・やすら浜港）、送電鉄塔（指宿ノード）、国道・県道沿いの公共施設（中種子町温泉保養センター）、無人灯台（サタドー岬）、神社社叢（揖宿神社）、義務教育学校（平島学園）など、インフラ・宗教・教育・観光が混在し、土地利用の均質性は低い。
